R_ID,Or_ID,Prod_Rating,Delivery_Service_Rating
RT_101002503,OR_31000850,2,5
RT_101002504,OR_31004410,2,3
RT_101002505,OR_31000596,1,4
RT_101002506,OR_31007763,3,4
RT_101002507,OR_31006462,5,1
RT_101002508,OR_31001097,3,1
RT_101002509,OR_31000571,2,5
RT_101002510,OR_31001526,4,1
RT_101002511,OR_31000155,5,3
RT_101002512,OR_31000004,1,4
RT_101002513,OR_31001347,4,3
RT_101002514,OR_31001052,2,4
RT_101002515,OR_31002946,3,5
RT_101002516,OR_31000680,3,3
RT_101002517,OR_31008105,1,1
RT_101002518,OR_31005334,4,3
RT_101002519,OR_31009155,5,4
RT_101002520,OR_31004561,4,5
RT_101002521,OR_31002884,4,1
RT_101002522,OR_31003641,3,1
RT_101002523,OR_31005405,1,4
RT_101002524,OR_31000415,5,3
RT_101002525,OR_31003247,2,2
RT_101002526,OR_31009461,1,3
RT_101002527,OR_31004257,4,5
RT_101002528,OR_31007984,1,4
RT_101002529,OR_31007507,5,5
RT_101002530,OR_31007876,4,4
RT_101002531,OR_31006802,4,1
RT_101002532,OR_31004691,2,2
RT_101002533,OR_31004957,1,5
RT_101002534,OR_31005031,3,3
RT_101002535,OR_31006811,4,2
RT_101002536,OR_31006030,4,1
RT_101002537,OR_31000050,3,2
RT_101002538,OR_31005227,3,1
RT_101002539,OR_31003171,4,4
RT_101002540,OR_31005565,4,5
RT_101002541,OR_31004968,1,5
RT_101002542,OR_31001249,2,1
RT_101002543,OR_31003489,3,5
RT_101002544,OR_31003514,4,2
RT_101002545,OR_31009612,1,3
RT_101002546,OR_31003491,5,1
RT_101002547,OR_31001221,3,1
RT_101002548,OR_31002350,4,3
RT_101002549,OR_31000207,1,5
RT_101002550,OR_31004031,2,3
RT_101002551,OR_31001270,1,2
RT_101002552,OR_31003408,3,5
RT_101002553,OR_31008719,3,2
RT_101002554,OR_31003051,5,4
RT_101002555,OR_31006949,3,1
RT_101002556,OR_31007215,4,2
RT_101002557,OR_31007169,2,4
RT_101002558,OR_31007567,5,2
RT_101002559,OR_31009516,5,5
RT_101002560,OR_31008064,4,1
RT_101002561,OR_31000630,2,3
RT_101002562,OR_31005259,1,1
RT_101002563,OR_31001636,5,5
RT_101002564,OR_31000945,3,4
RT_101002565,OR_31002289,3,5
RT_101002566,OR_31008721,2,1
RT_101002567,OR_31001246,4,4
RT_101002568,OR_31000565,5,4
RT_101002569,OR_31002290,2,5
RT_101002570,OR_31000182,4,3
RT_101002571,OR_31001164,5,5
RT_101002572,OR_31005937,3,2
RT_101002573,OR_31007280,4,4
RT_101002574,OR_31003900,3,1
RT_101002575,OR_31005781,5,1
RT_101002576,OR_31004470,3,5
RT_101002577,OR_31001621,4,5
RT_101002578,OR_31004305,5,2
RT_101002579,OR_31002758,2,3
RT_101002580,OR_31007966,5,2
RT_101002581,OR_31003057,1,5
RT_101002582,OR_31005451,2,3
RT_101002583,OR_31001554,4,2
RT_101002584,OR_31005772,3,3
RT_101002585,OR_31000177,5,1
RT_101002586,OR_31002791,3,5
RT_101002587,OR_31000208,5,1
RT_101002588,OR_31001932,5,2
RT_101002589,OR_31002182,1,3
RT_101002590,OR_31004280,5,1
RT_101002591,OR_31002778,1,4
RT_101002592,OR_31009854,4,3
RT_101002593,OR_31003360,3,2
RT_101002594,OR_31005628,4,4
RT_101002595,OR_31007233,3,3
RT_101002596,OR_31009793,4,2
RT_101002597,OR_31008577,3,1
RT_101002598,OR_31003667,3,1
RT_101002599,OR_31009502,2,5
RT_101002600,OR_31006525,3,2
RT_101002601,OR_31004950,3,4
RT_101002602,OR_31000221,3,3
RT_101002603,OR_31000975,5,3
RT_101002604,OR_31002222,2,1
RT_101002605,OR_31008734,2,1
RT_101002606,OR_31003135,1,4
RT_101002607,OR_31005063,3,3
RT_101002608,OR_31008212,2,4
RT_101002609,OR_31008236,1,3
RT_101002610,OR_31003583,3,2
RT_101002611,OR_31003495,2,1
RT_101002612,OR_31005193,5,2
RT_101002613,OR_31007952,4,4
RT_101002614,OR_31001796,3,2
RT_101002615,OR_31006164,2,1
RT_101002616,OR_31003373,4,4
RT_101002617,OR_31007471,4,4
RT_101002618,OR_31005194,2,5
RT_101002619,OR_31003899,3,3
RT_101002620,OR_31002746,1,5
RT_101002621,OR_31009517,3,1
RT_101002622,OR_31005984,2,4
RT_101002623,OR_31009779,4,1
RT_101002624,OR_31006118,1,4
RT_101002625,OR_31004080,3,5
RT_101002626,OR_31003921,2,5
RT_101002627,OR_31008763,4,5
RT_101002628,OR_31004468,5,5
RT_101002629,OR_31001208,2,2
RT_101002630,OR_31003819,1,1
RT_101002631,OR_31006036,5,2
RT_101002632,OR_31002908,3,5
RT_101002633,OR_31000372,1,2
RT_101002634,OR_31003245,5,1
RT_101002635,OR_31005777,2,1
RT_101002636,OR_31005656,5,5
RT_101002637,OR_31000769,5,1
RT_101002638,OR_31003301,2,1
RT_101002639,OR_31006055,3,2
RT_101002640,OR_31003726,3,5
RT_101002641,OR_31006200,4,4
RT_101002642,OR_31000994,3,1
RT_101002643,OR_31000588,1,5
RT_101002644,OR_31007905,1,2
RT_101002645,OR_31004870,5,4
RT_101002646,OR_31003291,3,2
RT_101002647,OR_31001731,2,3
RT_101002648,OR_31005338,4,1
RT_101002649,OR_31007802,3,4
RT_101002650,OR_31003884,5,5
RT_101002651,OR_31004154,5,1
RT_101002652,OR_31008300,3,4
RT_101002653,OR_31005776,2,3
RT_101002654,OR_31002151,4,4
RT_101002655,OR_31002456,5,4
RT_101002656,OR_31008074,3,5
RT_101002657,OR_31006456,4,3
RT_101002658,OR_31004209,1,5
RT_101002659,OR_31007656,1,2
RT_101002660,OR_31007212,3,4
RT_101002661,OR_31000459,4,4
RT_101002662,OR_31003709,2,1
RT_101002663,OR_31006093,2,5
RT_101002664,OR_31001708,4,2
RT_101002665,OR_31005898,2,4
RT_101002666,OR_31002985,2,4
RT_101002667,OR_31000005,5,1
RT_101002668,OR_31001347,4,2
RT_101002669,OR_31005516,2,4
RT_101002670,OR_31008575,2,3
RT_101002671,OR_31002886,5,2
RT_101002672,OR_31000687,4,5
RT_101002673,OR_31002842,3,5
RT_101002674,OR_31003785,4,1
RT_101002675,OR_31000467,4,3
RT_101002676,OR_31004268,3,2
RT_101002677,OR_31007527,2,5
RT_101002678,OR_31007780,2,1
RT_101002679,OR_31003279,4,5
RT_101002680,OR_31002168,5,1
RT_101002681,OR_31004472,2,1
RT_101002682,OR_31002481,3,5
RT_101002683,OR_31002912,2,3
RT_101002684,OR_31000929,5,3
RT_101002685,OR_31000089,2,3
RT_101002686,OR_31008382,3,5
RT_101002687,OR_31009719,3,2
RT_101002688,OR_31003083,4,5
RT_101002689,OR_31006288,4,3
RT_101002690,OR_31007169,3,3
RT_101002691,OR_31009365,4,4
RT_101002692,OR_31006779,4,2
RT_101002693,OR_31009743,3,4
RT_101002694,OR_31008491,2,2
RT_101002695,OR_31002601,5,1
RT_101002696,OR_31007013,4,2
RT_101002697,OR_31005090,5,2
RT_101002698,OR_31003922,5,5
RT_101002699,OR_31004690,5,3
RT_101002700,OR_31002120,1,5
RT_101002701,OR_31006840,4,1
RT_101002702,OR_31003180,1,3
RT_101002703,OR_31000363,3,5
RT_101002704,OR_31001003,4,4
RT_101002705,OR_31000087,3,2
RT_101002706,OR_31005989,4,1
RT_101002707,OR_31009383,2,4
RT_101002708,OR_31007443,4,5
RT_101002709,OR_31005375,3,4
RT_101002710,OR_31001076,2,4
RT_101002711,OR_31003869,5,1
RT_101002712,OR_31008111,4,4
RT_101002713,OR_31007971,2,5
RT_101002714,OR_31005568,5,3
RT_101002715,OR_31003294,5,1
RT_101002716,OR_31004849,4,2
RT_101002717,OR_31006324,1,5
RT_101002718,OR_31008200,5,1
RT_101002719,OR_31007655,1,4
RT_101002720,OR_31009079,5,3
RT_101002721,OR_31009846,4,5
RT_101002722,OR_31006349,5,1
RT_101002723,OR_31007260,2,1
RT_101002724,OR_31003024,1,2
RT_101002725,OR_31002425,1,1
RT_101002726,OR_31003651,4,1
RT_101002727,OR_31004087,1,4
RT_101002728,OR_31004648,3,3
RT_101002729,OR_31005763,2,4
RT_101002730,OR_31000889,2,5
RT_101002731,OR_31003138,4,5
RT_101002732,OR_31009192,1,2
RT_101002733,OR_31005272,3,1
RT_101002734,OR_31005136,3,1
RT_101002735,OR_31007284,4,3
RT_101002736,OR_31009244,5,3
RT_101002737,OR_31009870,2,2
RT_101002738,OR_31008339,1,3
RT_101002739,OR_31006457,3,4
RT_101002740,OR_31003542,2,3
RT_101002741,OR_31002883,5,1
RT_101002742,OR_31008111,4,5
RT_101002743,OR_31004539,3,5
RT_101002744,OR_31002850,5,5
RT_101002745,OR_31008677,2,2
RT_101002746,OR_31004704,1,1
RT_101002747,OR_31005983,1,3
RT_101002748,OR_31005637,5,3
RT_101002749,OR_31005650,2,1
RT_101002750,OR_31003903,4,4
RT_101002751,OR_31009401,1,5
RT_101002752,OR_31002973,5,1
RT_101002753,OR_31000493,1,5
RT_101002754,OR_31003611,3,5
RT_101002755,OR_31000585,3,5
RT_101002756,OR_31007907,5,4
RT_101002757,OR_31006834,2,2
RT_101002758,OR_31001643,2,5
RT_101002759,OR_31003476,3,4
RT_101002760,OR_31005802,1,4
RT_101002761,OR_31001964,4,4
RT_101002762,OR_31001331,1,4
RT_101002763,OR_31002566,3,4
RT_101002764,OR_31004126,4,3
RT_101002765,OR_31009930,5,4
RT_101002766,OR_31003119,3,4
RT_101002767,OR_31008562,2,5
RT_101002768,OR_31009153,3,3
RT_101002769,OR_31009083,5,2
RT_101002770,OR_31004222,5,2
RT_101002771,OR_31008894,3,1
RT_101002772,OR_31006956,5,2
RT_101002773,OR_31001871,4,5
RT_101002774,OR_31000805,4,4
RT_101002775,OR_31003357,4,4
RT_101002776,OR_31007497,2,5
RT_101002777,OR_31004238,4,2
RT_101002778,OR_31005544,5,3
RT_101002779,OR_31008259,3,1
RT_101002780,OR_31009484,1,5
RT_101002781,OR_31008466,2,3
RT_101002782,OR_31007089,1,4
RT_101002783,OR_31006606,2,1
RT_101002784,OR_31003719,2,2
RT_101002785,OR_31008375,2,2
RT_101002786,OR_31001782,3,2
RT_101002787,OR_31001696,1,5
RT_101002788,OR_31001552,5,2
RT_101002789,OR_31007089,1,4
RT_101002790,OR_31002694,3,1
RT_101002791,OR_31006084,1,2
RT_101002792,OR_31004578,4,2
RT_101002793,OR_31006401,3,3
RT_101002794,OR_31002377,3,5
RT_101002795,OR_31003360,4,2
RT_101002796,OR_31008188,3,1
RT_101002797,OR_31000626,3,4
RT_101002798,OR_31002631,3,2
RT_101002799,OR_31007423,1,4
RT_101002800,OR_31007929,4,2
RT_101002801,OR_31003040,3,4
RT_101002802,OR_31009949,3,4
RT_101002803,OR_31007317,5,4
RT_101002804,OR_31002282,4,4
RT_101002805,OR_31000004,5,5
RT_101002806,OR_31000847,5,2
RT_101002807,OR_31000929,1,2
RT_101002808,OR_31000305,2,3
RT_101002809,OR_31001822,5,4
RT_101002810,OR_31003546,2,5
RT_101002811,OR_31000698,3,3
RT_101002812,OR_31001685,4,4
RT_101002813,OR_31005465,5,4
RT_101002814,OR_31006049,3,2
RT_101002815,OR_31006364,5,2
RT_101002816,OR_31009297,2,3
RT_101002817,OR_31005864,3,2
RT_101002818,OR_31006998,2,2
RT_101002819,OR_31000179,3,1
RT_101002820,OR_31002211,2,3
RT_101002821,OR_31000560,5,4
RT_101002822,OR_31006713,2,4
RT_101002823,OR_31006853,4,4
RT_101002824,OR_31002784,4,5
RT_101002825,OR_31000493,2,4
RT_101002826,OR_31004946,5,2
RT_101002827,OR_31002671,5,3
RT_101002828,OR_31006743,3,4
RT_101002829,OR_31000755,1,3
RT_101002830,OR_31006582,5,1
RT_101002831,OR_31008686,4,4
RT_101002832,OR_31006700,5,5
RT_101002833,OR_31004343,2,4
RT_101002834,OR_31008518,5,2
RT_101002835,OR_31008333,3,1
RT_101002836,OR_31000149,1,2
RT_101002837,OR_31001550,2,5
RT_101002838,OR_31007676,4,5
RT_101002839,OR_31008813,4,3
RT_101002840,OR_31000430,4,4
RT_101002841,OR_31009024,4,3
RT_101002842,OR_31005521,5,5
RT_101002843,OR_31000014,4,4
RT_101002844,OR_31007161,1,1
RT_101002845,OR_31003198,5,4
RT_101002846,OR_31005797,3,4
RT_101002847,OR_31005306,2,3
RT_101002848,OR_31005736,4,3
RT_101002849,OR_31008584,3,2
RT_101002850,OR_31005422,2,2
RT_101002851,OR_31003593,1,2
RT_101002852,OR_31002015,3,4
RT_101002853,OR_31009042,2,3
RT_101002854,OR_31006391,4,2
RT_101002855,OR_31007329,2,2
RT_101002856,OR_31006594,2,1
RT_101002857,OR_31009735,2,3
RT_101002858,OR_31002488,3,4
RT_101002859,OR_31003112,4,3
RT_101002860,OR_31009381,5,4
RT_101002861,OR_31005609,1,3
RT_101002862,OR_31008525,3,4
RT_101002863,OR_31003290,4,2
RT_101002864,OR_31005215,3,3
RT_101002865,OR_31005026,5,4
RT_101002866,OR_31006395,2,5
RT_101002867,OR_31001632,1,4
RT_101002868,OR_31001467,5,1
RT_101002869,OR_31009521,4,4
RT_101002870,OR_31008850,4,5
RT_101002871,OR_31000083,1,4
RT_101002872,OR_31006235,1,5
RT_101002873,OR_31009695,5,1
RT_101002874,OR_31002933,4,2
RT_101002875,OR_31003047,3,1
RT_101002876,OR_31004450,2,4
RT_101002877,OR_31006770,2,2
RT_101002878,OR_31009394,2,4
RT_101002879,OR_31009463,3,1
RT_101002880,OR_31005799,2,5
RT_101002881,OR_31008180,5,5
RT_101002882,OR_31000399,1,1
RT_101002883,OR_31007306,5,1
RT_101002884,OR_31006125,2,4
RT_101002885,OR_31001977,5,5
RT_101002886,OR_31004916,1,5
RT_101002887,OR_31009324,1,5
RT_101002888,OR_31006222,5,1
RT_101002889,OR_31008954,3,4
RT_101002890,OR_31009765,5,3
RT_101002891,OR_31001170,4,3
RT_101002892,OR_31005980,5,3
RT_101002893,OR_31002345,1,4
RT_101002894,OR_31007441,3,1
RT_101002895,OR_31005408,3,2
RT_101002896,OR_31007820,1,4
RT_101002897,OR_31002239,3,1
RT_101002898,OR_31006109,4,4
RT_101002899,OR_31004627,4,3
RT_101002900,OR_31003773,5,2
RT_101002901,OR_31009903,4,2
RT_101002902,OR_31001509,1,4
RT_101002903,OR_31001030,3,3
RT_101002904,OR_31002147,2,3
RT_101002905,OR_31007032,1,3
RT_101002906,OR_31004365,2,4
RT_101002907,OR_31005224,2,5
RT_101002908,OR_31005433,5,4
RT_101002909,OR_31002099,1,2
RT_101002910,OR_31002907,5,2
RT_101002911,OR_31002954,5,1
RT_101002912,OR_31002566,2,3
RT_101002913,OR_31005515,1,3
RT_101002914,OR_31009167,4,5
RT_101002915,OR_31002000,1,3
RT_101002916,OR_31009583,5,1
RT_101002917,OR_31007318,4,2
RT_101002918,OR_31000464,2,4
RT_101002919,OR_31005427,3,3
RT_101002920,OR_31005880,4,4
RT_101002921,OR_31006596,3,2
RT_101002922,OR_31000409,2,1
RT_101002923,OR_31000371,4,5
RT_101002924,OR_31003254,1,5
RT_101002925,OR_31005462,5,3
RT_101002926,OR_31004104,3,4
RT_101002927,OR_31007209,3,2
RT_101002928,OR_31001815,5,4
RT_101002929,OR_31009279,4,5
RT_101002930,OR_31006726,2,1
RT_101002931,OR_31007387,5,5
RT_101002932,OR_31005512,2,3
RT_101002933,OR_31007089,3,3
RT_101002934,OR_31001428,3,4
RT_101002935,OR_31003823,5,5
RT_101002936,OR_31005491,2,4
RT_101002937,OR_31008789,2,5
RT_101002938,OR_31007325,3,4
RT_101002939,OR_31005125,3,4
RT_101002940,OR_31001447,4,4
RT_101002941,OR_31000319,4,3
RT_101002942,OR_31001122,2,4
RT_101002943,OR_31001748,5,3
RT_101002944,OR_31006444,5,5
RT_101002945,OR_31003954,3,3
RT_101002946,OR_31003736,2,5
RT_101002947,OR_31001992,1,5
RT_101002948,OR_31009274,3,1
RT_101002949,OR_31004820,4,3
RT_101002950,OR_31006665,2,1
RT_101002951,OR_31003534,3,3
RT_101002952,OR_31005119,3,2
RT_101002953,OR_31008533,2,4
RT_101002954,OR_31006949,4,1
RT_101002955,OR_31001769,4,3
RT_101002956,OR_31007301,2,4
RT_101002957,OR_31002978,2,5
RT_101002958,OR_31009379,2,4
RT_101002959,OR_31006154,1,2
RT_101002960,OR_31007402,1,4
RT_101002961,OR_31007508,4,2
RT_101002962,OR_31007858,5,3
RT_101002963,OR_31006864,5,1
RT_101002964,OR_31002692,1,4
RT_101002965,OR_31000028,3,1
RT_101002966,OR_31002463,3,2
RT_101002967,OR_31001550,3,3
RT_101002968,OR_31002940,5,3
RT_101002969,OR_31005955,1,3
RT_101002970,OR_31007577,3,4
RT_101002971,OR_31008493,3,5
RT_101002972,OR_31009761,2,5
RT_101002973,OR_31006484,2,3
RT_101002974,OR_31004659,4,2
RT_101002975,OR_31006616,5,4
RT_101002976,OR_31001707,3,3
RT_101002977,OR_31005483,4,4
RT_101002978,OR_31007696,2,3
RT_101002979,OR_31007942,2,1
RT_101002980,OR_31000138,2,4
RT_101002981,OR_31008110,5,1
RT_101002982,OR_31001794,1,3
RT_101002983,OR_31003597,5,5
RT_101002984,OR_31003046,4,4
RT_101002985,OR_31000256,5,1
RT_101002986,OR_31007321,5,4
RT_101002987,OR_31002437,5,1
RT_101002988,OR_31006144,1,2
RT_101002989,OR_31004663,3,2
RT_101002990,OR_31006563,4,2
RT_101002991,OR_31002803,1,5
RT_101002992,OR_31004785,4,3
RT_101002993,OR_31001247,4,5
RT_101002994,OR_31004135,4,3
RT_101002995,OR_31000005,2,5
RT_101002996,OR_31001654,5,3
RT_101002997,OR_31007080,4,5
RT_101002998,OR_31007628,3,1
RT_101002999,OR_31008289,1,2
RT_101003000,OR_31008267,5,3
RT_101003001,OR_31006484,1,2
RT_101003002,OR_31002290,3,4
RT_101003003,OR_31009384,2,4
RT_101003004,OR_31000154,5,4
RT_101003005,OR_31008021,2,4
RT_101003006,OR_31008924,1,1
RT_101003007,OR_31002659,5,3
RT_101003008,OR_31002331,1,5
RT_101003009,OR_31008924,4,5
RT_101003010,OR_31006824,5,2
RT_101003011,OR_31003264,5,4
RT_101003012,OR_31004353,4,5
RT_101003013,OR_31009886,5,2
RT_101003014,OR_31007238,2,4
RT_101003015,OR_31007751,4,5
RT_101003016,OR_31001146,5,3
RT_101003017,OR_31006187,4,2
RT_101003018,OR_31006943,2,4
RT_101003019,OR_31000321,4,2
RT_101003020,OR_31007037,3,1
RT_101003021,OR_31005214,2,1
RT_101003022,OR_31006001,4,4
RT_101003023,OR_31006989,1,3
RT_101003024,OR_31000215,1,5
RT_101003025,OR_31003518,5,1
RT_101003026,OR_31003849,4,1
RT_101003027,OR_31002904,3,1
RT_101003028,OR_31003169,1,3
RT_101003029,OR_31003775,3,1
RT_101003030,OR_31009478,4,3
RT_101003031,OR_31001800,1,4
RT_101003032,OR_31008725,5,3
RT_101003033,OR_31003301,4,1
RT_101003034,OR_31006083,5,3
RT_101003035,OR_31005566,5,1
RT_101003036,OR_31000898,1,4
RT_101003037,OR_31000943,5,5
RT_101003038,OR_31002852,5,4
RT_101003039,OR_31007013,1,1
RT_101003040,OR_31006984,5,2
RT_101003041,OR_31009206,3,2
RT_101003042,OR_31001487,5,5
RT_101003043,OR_31002648,3,2
RT_101003044,OR_31004346,5,5
RT_101003045,OR_31008464,1,4
RT_101003046,OR_31007175,1,3
RT_101003047,OR_31006604,1,5
RT_101003048,OR_31000792,5,3
RT_101003049,OR_31000907,4,1
RT_101003050,OR_31001554,1,2
RT_101003051,OR_31007450,3,5
RT_101003052,OR_31000414,5,5
RT_101003053,OR_31009143,2,5
RT_101003054,OR_31009134,1,3
RT_101003055,OR_31000087,1,5
RT_101003056,OR_31004890,4,2
RT_101003057,OR_31004885,4,1
RT_101003058,OR_31007361,1,1
RT_101003059,OR_31004989,2,5
RT_101003060,OR_31008479,4,1
RT_101003061,OR_31002002,4,5
RT_101003062,OR_31003056,2,3
RT_101003063,OR_31001283,1,1
RT_101003064,OR_31005734,4,2
RT_101003065,OR_31006826,4,4
RT_101003066,OR_31005675,4,5
RT_101003067,OR_31001857,3,1
RT_101003068,OR_31003503,3,1
RT_101003069,OR_31005981,1,1
RT_101003070,OR_31004924,5,1
RT_101003071,OR_31006777,1,1
RT_101003072,OR_31004227,1,2
RT_101003073,OR_31002458,2,4
RT_101003074,OR_31003191,1,2
RT_101003075,OR_31005283,3,5
RT_101003076,OR_31005031,3,1
RT_101003077,OR_31009166,2,3
RT_101003078,OR_31006225,5,4
RT_101003079,OR_31006054,3,3
RT_101003080,OR_31003793,3,2
RT_101003081,OR_31009087,4,5
RT_101003082,OR_31000508,5,3
RT_101003083,OR_31009884,2,3
RT_101003084,OR_31007747,4,1
RT_101003085,OR_31002799,5,2
RT_101003086,OR_31000432,2,2
RT_101003087,OR_31000059,2,5
RT_101003088,OR_31006534,5,4
RT_101003089,OR_31008411,3,1
RT_101003090,OR_31002082,4,1
RT_101003091,OR_31001804,1,3
RT_101003092,OR_31001540,4,5
RT_101003093,OR_31000464,5,2
RT_101003094,OR_31005236,2,4
RT_101003095,OR_31005116,4,1
RT_101003096,OR_31008172,4,2
RT_101003097,OR_31001574,2,4
RT_101003098,OR_31000582,3,1
RT_101003099,OR_31006756,3,4
RT_101003100,OR_31003212,2,1
RT_101003101,OR_31003275,3,2
RT_101003102,OR_31002786,2,5
RT_101003103,OR_31005040,3,3
RT_101003104,OR_31006788,3,3
RT_101003105,OR_31000882,2,3
RT_101003106,OR_31000748,2,4
RT_101003107,OR_31006224,3,3
RT_101003108,OR_31003911,3,2
RT_101003109,OR_31005234,5,1
RT_101003110,OR_31001790,2,3
RT_101003111,OR_31007772,2,2
RT_101003112,OR_31005544,3,1
RT_101003113,OR_31002416,3,1
RT_101003114,OR_31006746,2,4
RT_101003115,OR_31000809,1,1
RT_101003116,OR_31005525,4,4
RT_101003117,OR_31003190,5,1
RT_101003118,OR_31000427,1,2
RT_101003119,OR_31008183,2,4
RT_101003120,OR_31009118,2,5
RT_101003121,OR_31006030,4,1
RT_101003122,OR_31006479,1,3
RT_101003123,OR_31001294,4,1
RT_101003124,OR_31003818,2,5
RT_101003125,OR_31003058,3,2
RT_101003126,OR_31000566,2,5
RT_101003127,OR_31001254,4,2
RT_101003128,OR_31009954,3,4
RT_101003129,OR_31008427,5,1
RT_101003130,OR_31005049,5,3
RT_101003131,OR_31001909,3,4
RT_101003132,OR_31007047,3,5
RT_101003133,OR_31005987,5,3
RT_101003134,OR_31008008,1,1
RT_101003135,OR_31003415,2,5
RT_101003136,OR_31000681,5,2
RT_101003137,OR_31009569,3,5
RT_101003138,OR_31003215,4,2
RT_101003139,OR_31005377,5,4
RT_101003140,OR_31009799,2,1
RT_101003141,OR_31009324,4,4
RT_101003142,OR_31005488,2,5
RT_101003143,OR_31008071,1,4
RT_101003144,OR_31003717,5,1
RT_101003145,OR_31007812,3,3
RT_101003146,OR_31007395,5,5
RT_101003147,OR_31007489,2,4
RT_101003148,OR_31008780,3,2
RT_101003149,OR_31008419,2,5
RT_101003150,OR_31001177,2,4
RT_101003151,OR_31007898,2,2
RT_101003152,OR_31002930,4,5
RT_101003153,OR_31000578,5,3
RT_101003154,OR_31001493,2,1
RT_101003155,OR_31009521,5,2
RT_101003156,OR_31001568,2,5
RT_101003157,OR_31008840,1,1
RT_101003158,OR_31008022,5,1
RT_101003159,OR_31002088,5,5
RT_101003160,OR_31007448,1,2
RT_101003161,OR_31006821,2,4
RT_101003162,OR_31007391,1,3
RT_101003163,OR_31005226,2,4
RT_101003164,OR_31006281,2,3
RT_101003165,OR_31005173,4,3
RT_101003166,OR_31009450,5,3
RT_101003167,OR_31000833,2,5
RT_101003168,OR_31009774,5,4
RT_101003169,OR_31000096,2,3
RT_101003170,OR_31006684,2,3
RT_101003171,OR_31009468,3,2
RT_101003172,OR_31000236,1,5
RT_101003173,OR_31007754,4,2
RT_101003174,OR_31001667,4,1
RT_101003175,OR_31005233,3,5
RT_101003176,OR_31004867,2,2
RT_101003177,OR_31008550,1,4
RT_101003178,OR_31004639,3,4
RT_101003179,OR_31003459,4,2
RT_101003180,OR_31003563,2,4
RT_101003181,OR_31003718,1,5
RT_101003182,OR_31008297,2,2
RT_101003183,OR_31001022,4,3
RT_101003184,OR_31008517,5,1
RT_101003185,OR_31005765,1,5
RT_101003186,OR_31009353,5,3
RT_101003187,OR_31000997,3,4
RT_101003188,OR_31008300,4,4
RT_101003189,OR_31008010,5,2
RT_101003190,OR_31005026,5,4
RT_101003191,OR_31003493,1,1
RT_101003192,OR_31004676,4,4
RT_101003193,OR_31005471,2,4
RT_101003194,OR_31006637,5,4
RT_101003195,OR_31007708,2,3
RT_101003196,OR_31000093,2,1
RT_101003197,OR_31009019,4,4
RT_101003198,OR_31009624,2,2
RT_101003199,OR_31001752,3,5
RT_101003200,OR_31004483,2,2
RT_101003201,OR_31005368,4,3
RT_101003202,OR_31007950,2,1
RT_101003203,OR_31004498,2,4
RT_101003204,OR_31004973,5,3
RT_101003205,OR_31003625,3,3
RT_101003206,OR_31005954,4,4
RT_101003207,OR_31005083,5,1
RT_101003208,OR_31009808,5,1
RT_101003209,OR_31005294,4,4
RT_101003210,OR_31006067,2,3
RT_101003211,OR_31005497,4,5
RT_101003212,OR_31001856,5,4
RT_101003213,OR_31000477,5,5
RT_101003214,OR_31003836,4,2
RT_101003215,OR_31007892,4,2
RT_101003216,OR_31005828,4,3
RT_101003217,OR_31005910,2,4
RT_101003218,OR_31001406,4,2
RT_101003219,OR_31001771,2,5
RT_101003220,OR_31008067,4,2
RT_101003221,OR_31001827,5,5
RT_101003222,OR_31001495,3,1
RT_101003223,OR_31001709,4,4
RT_101003224,OR_31001875,4,3
RT_101003225,OR_31009757,5,1
RT_101003226,OR_31008122,3,3
RT_101003227,OR_31008203,3,2
RT_101003228,OR_31007003,4,1
RT_101003229,OR_31009620,1,2
RT_101003230,OR_31009991,1,2
RT_101003231,OR_31002684,3,3
RT_101003232,OR_31007118,2,3
RT_101003233,OR_31002552,2,5
RT_101003234,OR_31006719,2,1
RT_101003235,OR_31000484,1,4
RT_101003236,OR_31003301,1,4
RT_101003237,OR_31000731,5,5
RT_101003238,OR_31009183,5,2
RT_101003239,OR_31000513,4,3
RT_101003240,OR_31005952,2,4
RT_101003241,OR_31008398,1,4
RT_101003242,OR_31005048,1,4
RT_101003243,OR_31009032,2,4
RT_101003244,OR_31008861,5,1
RT_101003245,OR_31005082,5,1
RT_101003246,OR_31008863,1,1
RT_101003247,OR_31005690,1,5
RT_101003248,OR_31007986,1,1
RT_101003249,OR_31000215,5,4
RT_101003250,OR_31000172,4,2
RT_101003251,OR_31007420,4,1
RT_101003252,OR_31001653,4,1
RT_101003253,OR_31006338,5,4
RT_101003254,OR_31008481,1,5
RT_101003255,OR_31001707,4,3
RT_101003256,OR_31004534,3,1
RT_101003257,OR_31001805,2,3
RT_101003258,OR_31000490,3,4
RT_101003259,OR_31003211,1,5
RT_101003260,OR_31009855,5,4
RT_101003261,OR_31002495,3,5
RT_101003262,OR_31002519,3,5
RT_101003263,OR_31009332,4,3
RT_101003264,OR_31004733,3,2
RT_101003265,OR_31005306,2,5
RT_101003266,OR_31007316,5,5
RT_101003267,OR_31001677,3,1
RT_101003268,OR_31004884,4,4
RT_101003269,OR_31008949,4,2
RT_101003270,OR_31007209,2,3
RT_101003271,OR_31004301,1,3
RT_101003272,OR_31002410,1,1
RT_101003273,OR_31007674,2,3
RT_101003274,OR_31005599,4,3
RT_101003275,OR_31004570,2,1
RT_101003276,OR_31007613,2,2
RT_101003277,OR_31001118,3,2
RT_101003278,OR_31003798,5,1
